Name;ASTRAZENECA - TOT RETURN IND;ASTRAZENECA - NET SALES OR REVENUES;ASTRAZENECA - NUMBER OF SHARES;ASTRAZENECA - UNADJUSTED PRICE;ASTRAZENECA - MARKET VALUE;ASTRAZENECA - COST OF GOODS SOLD (EXCL DEP);ASTRAZENECA - TOTAL ASSETS;ASTRAZENECA - TOTAL INVENTORIES;#ERROR;KONINKLIJKE AHOLD DELHAIZE - TOT RETURN IND;KONINKLIJKE AHOLD DELHAIZE - NET SALES OR REVENUES;KONINKLIJKE AHOLD DELHAIZE - NUMBER OF SHARES;KONINKLIJKE AHOLD DELHAIZE - UNADJUSTED PRICE;KONINKLIJKE AHOLD DELHAIZE - MARKET VALUE;KONINKLIJKE AHOLD DELHAIZE - COST OF GOODS SOLD (EXCL DEP);KONINKLIJKE AHOLD DELHAIZE - TOTAL ASSETS;KONINKLIJKE AHOLD DELHAIZE - TOTAL INVENTORIES;#ERROR;ABN AMRO BANK - TOT RETURN IND;ABN AMRO BANK - NET SALES OR REVENUES;ABN AMRO BANK - NUMBER OF SHARES;ABN AMRO BANK - UNADJUSTED PRICE;ABN AMRO BANK - MARKET VALUE;#ERROR;ABN AMRO BANK - TOTAL ASSETS;#ERROR;ABN AMRO BANK - TOTAL INVESTMENTS;JUST EAT TAKEAWAY.COM - TOT RETURN IND;JUST EAT TAKEAWAY.COM - NET SALES OR REVENUES;JUST EAT TAKEAWAY.COM - NUMBER OF SHARES;JUST EAT TAKEAWAY.COM - UNADJUSTED PRICE;JUST EAT TAKEAWAY.COM - MARKET VALUE;JUST EAT TAKEAWAY.COM - COST OF GOODS SOLD (EXCL DEP);JUST EAT TAKEAWAY.COM - TOTAL ASSETS;JUST EAT TAKEAWAY.COM - TOTAL INVENTORIES;#ERROR;AAH DEAD - T/OVER 951741 - TOT RETURN IND;AAH DEAD - T/OVER 951741 - NET SALES OR REVENUES;AAH DEAD - T/OVER 951741 - NUMBER OF SHARES;AAH DEAD - T/OVER 951741 - UNADJUSTED PRICE;AAH DEAD - T/OVER 951741 - MARKET VALUE;AAH DEAD - T/OVER 951741 - COST OF GOODS SOLD (EXCL DEP);AAH DEAD - T/OVER 951741 - TOTAL ASSETS;AAH DEAD - T/OVER 951741 - TOTAL INVENTORIES;#ERROR;THB GROUP DEAD - 26/01/12 - TOT RETURN IND;THB GROUP DEAD - 26/01/12 - NET SALES OR REVENUES;THB GROUP DEAD - 26/01/12 - NUMBER OF SHARES;THB GROUP DEAD - 26/01/12 - UNADJUSTED PRICE;THB GROUP DEAD - 26/01/12 - MARKET VALUE;THB GROUP DEAD - 26/01/12 - COST OF GOODS SOLD (EXCL DEP);THB GROUP DEAD - 26/01/12 - TOTAL ASSETS;THB GROUP DEAD - 26/01/12 - TOTAL INVENTORIES;#ERROR
Code;AZN(RI);AZN(WC01001);AZN(NOSH);AZN(UP);AZN(MV);AZN(WC01051);AZN(WC02999);AZN(WC02101);;H:AD(RI);H:AD(WC01001);H:AD(NOSH);H:AD(UP);H:AD(MV);H:AD(WC01051);H:AD(WC02999);H:AD(WC02101);;H:ABN(RI);H:ABN(WC01001);H:ABN(NOSH);H:ABN(UP);H:ABN(MV);;H:ABN(WC02999);;H:ABN(WC02255);H:TKWY(RI);H:TKWY(WC01001);H:TKWY(NOSH);H:TKWY(UP);H:TKWY(MV);H:TKWY(WC01051);H:TKWY(WC02999);H:TKWY(WC02101);;901318(RI);901318(WC01001);901318(NOSH);901318(UP);901318(MV);901318(WC01051);901318(WC02999);901318(WC02101);;THB(RI);THB(WC01001);THB(NOSH);THB(UP);THB(MV);THB(WC01051);THB(WC02999);THB(WC02101);
CURRENCY;£;£;£;£;£;£;£;£;;E;E;E;E;E;E;E;E;;E;E;NA;NA;NA;;NA;;NA;E;E;E;E;E;E;E;E;;£;£;£;£;£;£;£;£;;£;£;£;£;£;£;£;£;
31-12-1985;NA;NA;NA;NA;NA;NA;NA;NA;;387.4;4929869;16560;40.1595;665.04;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;4317.71;976905;49064;186;91.26;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1986;NA;NA;NA;NA;NA;NA;NA;NA;;355.04;4929869;16560;36.7562;608.68;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;4456.99;976905;49448;192;94.94;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1986;NA;NA;NA;NA;NA;NA;NA;NA;;314.2;4929869;16560;32.4878;538;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5037.33;976905;49448;217;107.3;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1986;NA;NA;NA;NA;NA;NA;NA;NA;;362.12;4929869;16560;37.3943;619.25;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;4805.2;976905;49448;207;102.36;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1986;NA;NA;NA;NA;NA;NA;NA;NA;;330.08;4929869;16560;34.0335;563.59;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5153.39;1024074;49448;222;109.77;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
30-5-1986;NA;NA;NA;NA;NA;NA;NA;NA;;370.78;4929869;16560;38.1601;631.93;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;4967.69;1024074;49448;214;105.82;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1986;NA;NA;NA;NA;NA;NA;NA;NA;;387.24;4929869;17360;39.7908;690.77;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5710.52;1024074;49448;246;121.64;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1986;NA;NA;NA;NA;NA;NA;NA;NA;;414.43;4929869;17360;42.5135;738.03;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5524.81;1024074;49284;238;117.3;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
29-8-1986;NA;NA;NA;NA;NA;NA;NA;NA;;422.65;4929869;17360;43.2935;751.57;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5455.17;1024074;49312;235;115.88;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1986;NA;NA;NA;NA;NA;NA;NA;NA;;412.63;4929869;17360;42.2016;732.62;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5106.97;1024074;49312;220;108.49;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1986;NA;NA;NA;NA;NA;NA;NA;NA;;479.91;4929869;17360;49.0083;850.78;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5710.52;1024074;49312;246;121.31;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
28-11-1986;NA;NA;NA;NA;NA;NA;NA;NA;;516.1;4929869;17360;52.6385;913.8;3932271;1370128;299078;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5431.96;1024074;49312;234;115.39;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1986;NA;NA;NA;NA;NA;NA;NA;NA;;512.34;5022036;18740;52.1847;977.94;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6453.35;1024074;49312;278;137.09;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
30-1-1987;NA;NA;NA;NA;NA;NA;NA;NA;;471.11;5022036;18740;47.9589;898.75;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6731.91;1024074;49312;290;143;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
27-2-1987;NA;NA;NA;NA;NA;NA;NA;NA;;477.38;5022036;18740;48.597;910.71;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7765.89;1024074;49312;329;162.24;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1987;NA;NA;NA;NA;NA;NA;NA;NA;;478.36;5022036;18740;48.6963;912.57;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7081.36;1024074;49312;300;147.94;964948;281975;78926;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1987;NA;NA;NA;NA;NA;NA;NA;NA;;481.42;5022036;18740;49.0083;918.41;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7529.85;880600;50140;319;159.95;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
29-5-1987;NA;NA;NA;NA;NA;NA;NA;NA;;468.27;5022036;20620;43.336;893.59;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7978.33;880600;50140;338;169.47;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1987;NA;NA;NA;NA;NA;NA;NA;NA;;513.93;5022036;20620;47.5618;980.72;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9205.77;880600;50140;390;195.55;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1987;NA;NA;NA;NA;NA;NA;NA;NA;;523.13;5022036;20620;48.4127;998.27;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10716.46;880600;50140;454;227.64;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1987;NA;NA;NA;NA;NA;NA;NA;NA;;522.21;5022036;20620;48.3276;996.51;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9772.28;880600;57452;414;237.85;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1987;NA;NA;NA;NA;NA;NA;NA;NA;;512.1;5022036;20620;47.108;971.37;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10173.56;880600;57452;431;247.62;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
30-10-1987;NA;NA;NA;NA;NA;NA;NA;NA;;342.84;5022036;20620;31.5377;650.31;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7836.71;880600;57452;332;190.74;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1987;NA;NA;NA;NA;NA;NA;NA;NA;;290.12;5022036;20620;26.6879;550.31;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6868.92;880600;57452;291;167.19;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1987;NA;NA;NA;NA;NA;NA;NA;NA;;291.04;5022036;20620;26.773;552.06;3990256;1379377;295538;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7317.41;880600;57452;310;178.1;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
29-1-1988;NA;NA;NA;NA;NA;NA;NA;NA;;348.76;6642278;20620;32.0822;661.54;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7199.38;880600;57452;305;175.23;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
29-2-1988;NA;NA;NA;NA;NA;NA;NA;NA;;360.6;6642278;20620;33.1713;683.99;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6491.25;880600;60388;275;166.07;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1988;NA;NA;NA;NA;NA;NA;NA;NA;;342.84;6642278;20620;31.5377;650.31;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6042.76;880600;60388;256;154.59;829900;266000;79300;;NA;NA;NA;NA;NA;NA;NA;NA;
29-4-1988;NA;NA;NA;NA;NA;NA;NA;NA;;350.73;6642278;20620;32.2638;665.28;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6491.25;935000;65672;275;180.6;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1988;NA;NA;NA;NA;NA;NA;NA;NA;;359.43;6642278;20620;32.536;670.89;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6562.06;935000;65672;278;182.57;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1988;NA;NA;NA;NA;NA;NA;NA;NA;;412.57;6642278;20620;37.3461;770.08;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6420.43;935000;65672;272;178.63;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
29-7-1988;NA;NA;NA;NA;NA;NA;NA;NA;;441.14;6642278;20620;39.9326;823.41;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6727.29;935000;65672;285;187.17;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1988;NA;NA;NA;NA;NA;NA;NA;NA;;415.58;6642278;20620;37.6184;775.69;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6137.18;935000;65672;260;170.75;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1988;NA;NA;NA;NA;NA;NA;NA;NA;;416.12;6642278;20620;37.3915;771.01;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;5995.55;935000;65672;254;166.81;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1988;NA;NA;NA;NA;NA;NA;NA;NA;;430.26;6642278;20620;38.6621;797.21;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6349.62;935000;65672;269;176.66;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1988;NA;NA;NA;NA;NA;NA;NA;NA;;431.77;6642278;20640;38.7982;800.79;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6727.29;935000;65672;285;187.17;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
30-12-1988;NA;NA;NA;NA;NA;NA;NA;NA;;452.98;6642278;20640;40.7041;840.13;5188912;1752701;435907;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;6491.25;935000;65672;275;180.6;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1989;NA;NA;NA;NA;NA;NA;NA;NA;;465.6;7748280;20640;41.8385;863.55;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7741.91;935000;65672;322;211.46;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1989;NA;NA;NA;NA;NA;NA;NA;NA;;458.53;7748280;20640;41.2032;850.43;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9785.58;935000;65672;407;267.28;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1989;NA;NA;NA;NA;NA;NA;NA;NA;;518.12;7748280;20640;46.5578;960.95;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9304.71;935000;65672;387;254.15;876500;322400;81500;;NA;NA;NA;NA;NA;NA;NA;NA;
28-4-1989;NA;NA;NA;NA;NA;NA;NA;NA;;557.01;7748280;20640;50.0519;1033.07;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9593.23;1011500;65672;399;262.03;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1989;NA;NA;NA;NA;NA;NA;NA;NA;;599.21;7748280;21053;52.5477;1106.29;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9617.27;1011500;65672;400;262.69;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1989;NA;NA;NA;NA;NA;NA;NA;NA;;611.11;7748280;21053;53.5914;1128.26;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9545.14;1011500;65672;397;260.72;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1989;NA;NA;NA;NA;NA;NA;NA;NA;;671.14;7748280;21053;58.8553;1239.08;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10018.93;1011500;65672;406;266.63;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1989;NA;NA;NA;NA;NA;NA;NA;NA;;680.45;7748280;21053;59.6721;1256.28;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9796.83;1011500;65672;397;260.72;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
29-9-1989;NA;NA;NA;NA;NA;NA;NA;NA;;711.62;7748280;21263;61.7595;1313.19;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9722.8;1011500;65672;394;258.75;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1989;NA;NA;NA;NA;NA;NA;NA;NA;;626.91;7748280;21263;54.4082;1156.88;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9007.16;1011500;65672;365;239.7;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1989;NA;NA;NA;NA;NA;NA;NA;NA;;704.82;7748280;21263;61.1696;1300.65;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10043.61;1011500;65672;407;267.28;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
29-12-1989;NA;NA;NA;NA;NA;NA;NA;NA;;709.52;7748280;21263;61.578;1309.33;6020553;1925612;468075;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10364.41;1011500;65672;420;275.82;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;636.32;7678126;23493;55.225;1297.4;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9426.28;1011500;68268;376;256.69;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;592.93;7678126;23493;51.4587;1208.92;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9326;1011500;68268;372;253.96;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
30-3-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;666.65;7678126;23493;57.857;1359.23;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;8323.21;1011500;68268;332;226.65;946700;394500;90300;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;682.86;7678126;23493;59.2637;1392.28;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;8172.79;1122300;68392;326;222.96;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;760.82;7678126;23963;65.1174;1560.41;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;8498.7;1122300;68392;339;231.85;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
29-6-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;782.56;7678126;23963;66.978;1604.99;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9200.65;1122300;68484;367;251.34;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;742.79;7678126;23963;63.5746;1523.44;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9817.33;1122300;68484;379;259.55;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;652.13;7678126;23963;55.815;1337.49;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;8211.33;1122300;68524;317;217.22;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
28-9-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;653.97;7678126;24202;55.5881;1345.34;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7848.68;1122300;68576;303;207.79;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;688.67;7678126;24202;58.5376;1416.73;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7978.2;1122300;68708;308;211.62;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;716.97;7678126;24202;60.9427;1474.93;5963754;1939455;470377;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;8392.65;1122300;68708;324;222.61;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1990;NA;3810000;NA;NA;NA;1473000;3163000;674000;;710.02;9130956;48405;30.1764;1460.69;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;8625.78;1122300;68708;333;228.8;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;685.47;9130956;49751;29.1327;1449.38;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;8642.91;1122300;68708;327;224.68;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;789.04;9130956;49751;33.5343;1668.37;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9092.23;1122300;68940;344;237.15;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
29-3-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;876.59;9130956;49751;37.2553;1853.49;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9250.82;1122300;68980;350;241.43;1055500;398800;92100;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;894.74;9130956;49751;38.0268;1891.87;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9250.82;1256100;68980;350;241.43;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;886.85;9130956;49751;37.1192;1846.72;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9171.52;1256100;68980;347;239.36;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
28-6-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;881.43;9130956;49751;36.8923;1835.43;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;9673.71;1256100;68980;366;252.47;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;871.67;9130956;49751;36.4839;1815.11;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10358.23;1256100;68980;378;260.74;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
30-8-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;877.09;9130956;49751;36.7108;1826.4;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;11317.33;1256100;68980;413;284.89;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;892.12;9130956;49751;37.1192;1846.72;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;12002.4;1256100;68980;438;302.13;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;896.48;9130956;49751;37.3007;1855.75;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;12249.02;1256100;68980;447;308.34;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
29-11-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;875.76;9130956;49751;36.4385;1812.85;7058787;2439055;620222;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;12687.47;1256100;68980;463;319.38;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
